temperature,tiltState,digitalVibrationState,soundState,analogVibration,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,label,cluster
29.47,1,1,1,902.0,-0.64,0.28,0.7,-117.86,1.56,-44.26,0,0
29.42,1,1,0,902.0,0.32,-1.52,-1.74,-121.13,-5.89,-38.9,0,2
29.47,1,1,1,902.0,-0.26,-0.39,0.78,68.08,-59.14,148.54,0,2
29.42,1,1,0,902.0,0.16,-1.06,-1.29,-188.78,-27.96,-49.99,0,0
29.47,1,1,1,902.0,-0.14,-0.35,0.89,135.68,-63.35,178.25,0,2
29.52,1,1,0,902.0,0.13,-1.3,-1.54,-152.69,-13.76,-51.02,0,0
29.52,1,1,1,902.0,-0.55,0.07,0.59,-44.83,-13.47,48.74,0,0
29.42,1,1,0,902.0,0.23,-2.0,-2.0,-63.23,10.89,-40.15,0,2
29.47,1,1,0,902.0,0.02,1.17,1.2,-250.14,-3.01,-77.91,0,0
29.47,1,1,1,902.0,0.16,-2.0,-2.0,210.39,8.22,13.85,0,2
29.42,1,1,0,902.0,-0.08,0.93,0.59,-250.14,-9.55,-56.64,0,0
29.47,1,1,1,902.0,0.55,-0.77,0.51,250.13,36.21,110.77,0,2
29.42,1,1,0,902.0,0.18,-1.52,-1.67,-155.55,-3.98,-38.67,0,2
29.47,1,1,0,902.0,0.18,1.37,1.19,-250.14,-5.75,-70.79,0,0
29.47,1,0,1,902.0,0.33,-2.0,-2.0,250.13,52.5,60.71,0,2
29.42,1,1,0,902.0,0.06,-0.87,-1.0,-247.89,-32.05,-64.25,0,0
29.47,1,1,0,902.0,0.19,1.3,1.27,-250.14,12.35,-80.27,0,0
29.52,1,0,1,902.0,0.03,-1.77,-2.0,250.13,55.66,66.74,0,2
29.47,1,0,0,902.0,0.21,-1.82,-1.96,-126.0,2.22,-34.96,0,1
29.42,1,1,0,902.0,-0.09,1.14,0.67,-250.14,-23.14,-39.24,0,0
29.47,1,1,1,902.0,0.13,-0.01,1.11,58.74,-70.3,134.93,0,2
29.42,1,1,1,902.0,0.31,-2.0,-2.0,250.13,16.85,27.99,0,2
29.47,1,1,0,903.0,0.32,-1.59,-1.96,-157.05,-10.42,-51.39,0,2
29.61,1,1,0,902.0,-0.06,0.99,0.67,-250.14,-20.23,-49.02,0,0
29.38,1,1,1,902.0,-0.34,0.95,1.24,-210.79,12.68,-109.72,0,0
29.42,1,1,1,902.0,1.01,-0.73,0.37,250.13,20.44,116.02,0,2
29.47,1,1,1,902.0,0.2,-2.0,-2.0,250.13,22.67,12.04,0,2
29.47,1,1,0,903.0,0.22,-2.0,-2.0,-67.05,3.66,-26.2,0,2
29.38,1,1,0,902.0,0.1,-0.38,-0.43,-250.14,-9.67,-57.85,0,0
29.38,1,1,0,902.0,-0.13,0.96,0.65,-250.14,-26.21,-49.13,0,0
29.47,1,1,0,903.0,0.13,1.55,0.95,-250.14,-9.76,-58.69,0,0
29.38,1,1,1,902.0,-0.52,0.74,1.09,-185.53,28.69,-95.82,0,0
29.52,1,1,1,902.0,-0.06,0.01,1.04,124.06,-77.14,145.18,0,2
29.42,1,1,1,903.0,0.89,-0.67,0.76,250.13,-22.34,189.37,0,2
29.47,1,1,1,902.0,0.12,-1.28,-2.0,250.13,88.88,42.45,0,2
29.42,1,1,1,902.0,0.19,-1.82,-2.0,250.13,73.59,63.47,0,2
29.38,1,0,1,903.0,0.26,-2.0,-2.0,250.13,56.69,47.47,0,2
29.42,1,0,1,903.0,0.39,-2.0,-2.0,250.13,48.37,55.8,0,2
29.38,1,0,1,903.0,0.29,-2.0,-2.0,250.13,55.04,55.82,0,2
29.33,1,0,1,903.0,0.33,-2.0,-2.0,250.13,68.11,69.8,0,2
29.38,1,1,1,903.0,-0.03,-2.0,-2.0,250.13,71.03,30.82,0,2
29.42,1,1,1,903.0,0.87,-0.32,0.8,250.13,47.13,124.44,0,2
29.47,1,1,1,903.0,0.24,-0.19,1.05,229.47,-62.74,212.38,0,2
29.38,1,1,1,903.0,-0.76,0.6,0.78,-116.73,33.24,-17.32,0,0
29.38,1,1,0,903.0,0.1,1.62,1.26,-250.14,7.64,-101.9,0,0
29.42,1,0,0,903.0,-0.08,1.21,0.71,-250.14,-27.5,-9.39,0,0
29.38,1,1,1,903.0,0.02,-0.17,-0.13,-250.14,-15.49,-68.37,0,0
29.38,1,1,0,903.0,0.25,-2.0,-2.0,-133.08,2.65,-56.08,0,2
29.38,1,1,1,903.0,0.4,-2.0,-2.0,174.33,12.47,40.82,0,2
29.38,1,1,1,903.0,-0.1,-1.76,-2.0,250.13,84.52,33.41,0,2
29.52,1,1,1,903.0,-0.65,0.66,0.83,-142.92,11.92,-26.47,0,0
29.47,1,1,0,903.0,0.01,1.32,0.68,-250.14,-26.33,-16.17,0,0
29.38,1,1,0,903.0,0.19,-1.39,-1.67,-239.18,-11.87,-70.99,0,0
29.42,1,1,1,903.0,0.31,-2.0,-2.0,236.95,7.55,43.34,0,2
29.47,1,1,1,903.0,0.59,-0.02,0.9,250.13,-34.12,250.13,0,2
29.47,1,1,0,903.0,0.17,1.57,0.67,-250.14,-20.14,-60.31,0,0
29.42,1,1,1,903.0,0.26,-1.89,-2.0,-209.79,8.11,-69.84,0,2
29.47,1,1,1,903.0,0.13,-2.0,-2.0,250.13,62.13,58.16,0,2
29.47,1,1,0,903.0,0.0,1.57,1.71,-250.14,12.42,-116.39,0,0
29.33,1,1,0,904.0,0.09,-1.14,-1.23,-250.14,-15.14,-70.22,0,0
29.38,1,0,1,903.0,0.1,-2.0,-2.0,250.13,48.13,55.47,0,2
29.38,1,1,0,903.0,-0.18,1.6,1.33,-250.14,9.63,-126.12,0,0
29.42,1,1,1,903.0,0.25,-2.0,-2.0,-189.98,13.08,-73.35,0,2
29.47,1,0,1,903.0,1.06,-0.36,0.56,250.13,15.28,115.85,0,2
29.38,1,1,0,902.0,-0.04,0.71,0.41,-250.14,-34.73,-39.88,0,0
29.38,1,1,1,903.0,0.14,-2.0,-2.0,250.13,15.08,74.88,0,2
29.42,1,1,0,903.0,0.08,1.78,1.19,-250.14,22.07,-117.39,0,0
29.42,1,0,1,903.0,0.6,-2.0,-2.0,61.88,-4.89,-7.32,0,1
29.42,1,1,0,903.0,-0.3,1.44,1.34,-250.14,31.69,-98.85,0,0
29.47,1,1,0,903.0,0.47,-2.0,-2.0,-59.48,18.21,-53.0,0,2
29.33,1,1,1,903.0,-0.84,0.99,1.08,-176.05,4.81,-11.67,0,0
29.38,1,1,0,903.0,0.49,-2.0,-2.0,-32.24,21.14,-50.9,0,2
29.33,1,1,0,903.0,-0.25,1.63,1.5,-250.14,14.68,-106.37,0,0
29.42,1,1,1,903.0,0.52,-2.0,-2.0,173.08,5.98,44.33,0,2
29.38,1,1,0,903.0,0.19,1.68,0.7,-250.14,-14.75,-84.21,0,0
29.24,1,1,1,902.0,0.21,-2.0,-1.87,250.13,49.47,88.31,0,2
29.33,1,1,0,903.0,-0.1,-0.5,-0.43,-250.14,-21.95,-54.72,0,0
29.47,1,1,1,903.0,-0.22,0.37,1.84,76.42,-96.09,193.92,0,0
29.42,1,1,1,903.0,0.67,-2.0,-2.0,78.11,0.35,-1.91,0,2
29.42,1,1,0,903.0,0.18,1.25,0.61,-250.14,-28.02,-15.38,0,0
29.42,1,1,1,902.0,0.72,-0.51,1.66,250.13,-42.11,164.9,0,2
29.33,1,1,1,903.0,0.56,-2.0,-2.0,11.77,16.35,-38.0,0,2
29.28,1,1,0,903.0,0.12,1.04,0.57,-250.14,-26.22,-11.05,0,0
29.33,1,1,1,903.0,0.33,0.44,1.53,181.16,-76.04,240.55,0,2
29.42,1,1,1,903.0,0.51,-2.0,-2.0,250.13,-9.66,79.65,0,2
29.38,1,1,1,903.0,0.04,-1.37,-1.2,-250.14,-12.53,-73.9,0,0
29.33,1,1,0,903.0,0.08,1.87,0.89,-250.14,9.02,-151.36,0,0
29.38,1,1,1,902.0,0.38,0.21,1.17,250.13,-32.44,240.48,0,2
29.38,1,1,1,903.0,0.21,-2.0,-2.0,250.13,2.15,94.33,0,2
29.33,1,1,1,903.0,0.29,-2.0,-2.0,-120.72,25.08,-86.09,0,2
29.28,1,1,0,902.0,-0.17,-0.16,-0.19,-250.14,-45.98,-21.48,0,0
29.38,1,1,0,902.0,0.15,1.88,0.91,-250.14,20.56,-160.59,0,0
29.38,1,1,0,903.0,-0.5,1.03,1.39,-115.46,-46.71,95.25,0,0
29.42,1,1,1,902.0,0.85,0.1,0.98,250.13,76.79,93.56,0,2
77.39,1,1,1,902.0,0.85,0.1,0.98,250.13,76.79,93.56,0,2
29.33,1,1,1,903.0,0.69,-2.0,-2.0,179.39,10.1,38.88,0,2
29.28,1,1,1,902.0,0.49,-2.0,-2.0,-43.01,19.71,-63.69,0,2
29.42,1,1,1,902.0,0.14,-2.0,-2.0,-226.95,3.69,-91.47,0,0
29.38,1,1,0,902.0,0.01,-1.43,-1.3,-250.14,-10.13,-78.22,0,0
29.28,1,1,0,903.0,-0.09,-0.9,-0.78,-250.14,-31.92,-57.87,0,0
29.42,1,1,0,903.0,-0.15,-0.64,-0.55,-250.14,-39.61,-45.47,0,0
29.38,1,1,0,903.0,-0.14,-0.39,-0.33,-250.14,-43.56,-42.14,0,0
29.38,1,1,0,902.0,-0.12,-0.63,-0.49,-250.14,-34.34,-47.19,0,0
29.28,1,1,0,902.0,-0.16,-1.16,-0.97,-250.14,-31.0,-63.53,0,0
29.42,1,1,1,903.0,0.06,-1.87,-1.71,-250.14,-2.83,-83.35,0,0
29.28,1,1,1,902.0,0.2,-2.0,-2.0,-178.92,13.5,-87.52,0,2
29.33,1,1,1,902.0,0.51,-2.0,-2.0,17.27,14.47,-55.5,0,2
29.38,1,1,1,902.0,0.46,-2.0,-2.0,250.13,-0.33,56.78,0,2
29.33,1,1,1,902.0,0.12,-2.0,-2.0,250.13,39.03,109.63,0,2
29.33,1,1,1,902.0,0.82,0.14,2.0,250.13,39.62,149.3,0,2
29.38,1,1,0,902.0,-0.83,1.26,1.61,-190.9,-25.63,30.63,0,0
29.38,1,1,0,903.0,0.33,1.91,0.75,-250.14,-2.98,-141.44,0,0
29.42,1,1,0,903.0,-0.21,-0.84,-0.7,-250.14,-35.86,-39.77,0,0
29.33,1,1,1,902.0,0.39,-2.0,-2.0,-14.13,21.69,-67.53,0,2
29.38,1,1,1,902.0,0.26,-2.0,-2.0,250.13,32.9,115.37,0,2
29.38,1,1,0,902.0,-0.42,1.02,1.91,-41.37,-59.16,184.9,0,0
29.42,1,1,0,902.0,0.49,1.48,0.56,-250.14,-11.77,-68.14,0,0
29.38,1,1,1,902.0,0.18,-2.0,-2.0,-197.06,16.79,-88.25,0,2
29.38,1,1,1,902.0,0.29,-2.0,-2.0,250.13,28.55,113.95,0,2
29.33,1,1,0,902.0,-0.79,1.63,1.73,-250.14,-20.53,-29.37,0,0
29.33,1,1,0,902.0,-0.08,-0.58,-0.61,-250.14,-42.24,-23.21,0,0
29.28,1,0,1,902.0,0.45,-2.0,-2.0,250.13,-16.97,65.85,0,1
29.38,1,1,0,902.0,-0.68,1.45,1.45,-159.44,-37.64,99.47,0,0
29.33,1,1,0,902.0,-0.16,-0.94,-0.87,-250.14,-32.4,-42.76,0,0
29.33,1,1,1,902.0,0.33,-2.0,-2.0,250.13,8.95,121.21,0,2
29.38,1,1,0,903.0,-0.12,2.0,1.27,-250.14,49.63,-197.5,0,0
29.28,1,1,1,902.0,0.35,-2.0,-2.0,-46.5,22.54,-77.73,0,2
29.33,1,1,0,902.0,-0.12,0.87,2.0,95.9,-122.73,179.39,0,0
29.38,1,1,0,902.0,-0.07,-1.72,-1.59,-250.14,-14.26,-65.59,0,0
29.33,1,0,1,903.0,0.08,-0.86,-0.58,-0.69,-1.28,0.02,0,1
29.38,1,0,1,903.0,0.08,-0.85,-0.57,-0.6,-1.2,0.02,0,1
29.33,1,0,1,902.0,0.25,-2.0,-1.81,250.13,81.21,64.06,0,2
29.28,1,1,0,901.0,-0.02,1.98,0.89,-250.14,-3.31,-36.21,0,0
29.24,1,1,1,902.0,0.22,-2.0,-2.0,-60.89,-15.83,-8.9,0,2
29.28,1,1,1,902.0,0.57,0.27,2.0,250.13,-9.63,123.98,0,2
29.14,1,1,1,902.0,0.02,0.21,0.02,-250.14,-51.17,-44.73,0,0
29.14,1,0,1,902.0,0.23,-2.0,-2.0,250.13,62.13,57.69,0,2
29.28,1,1,0,902.0,0.05,1.75,0.73,-250.14,-20.11,-46.64,0,0
29.24,1,1,1,902.0,0.23,-2.0,-2.0,250.13,24.4,14.52,0,2
29.24,1,1,0,901.0,0.03,2.0,1.22,-250.14,-2.73,-30.97,0,0
37.79,1,1,1,901.0,0.03,2.0,1.22,-250.14,-2.73,-30.97,0,0
29.28,1,1,0,902.0,0.0,1.75,1.41,-250.14,-22.42,-69.63,0,0
29.24,1,1,1,902.0,0.07,-2.0,-2.0,86.09,2.37,-18.75,0,2
29.19,1,1,0,902.0,0.02,2.0,1.11,-250.14,-1.48,-22.69,0,0
29.24,1,1,1,902.0,0.22,-2.0,-2.0,218.65,4.63,7.48,0,2
29.28,1,1,0,902.0,-0.01,1.75,0.74,-250.14,-24.66,-53.05,0,0
29.24,1,0,1,901.0,0.2,-2.0,-2.0,250.13,64.74,64.32,0,2
29.28,1,1,0,901.0,0.0,-0.11,-0.21,-250.14,-48.98,-49.73,0,0
29.28,1,1,1,902.0,0.11,0.48,2.0,191.76,-38.63,147.44,0,2
41.92,1,1,1,901.0,0.11,0.48,2.0,191.76,-38.63,147.44,0,2
41.92,1,0,1,901.0,0.11,0.48,2.0,191.76,-38.63,147.44,0,1
29.24,1,1,0,901.0,-0.03,1.85,0.79,-250.14,-25.6,-52.92,0,0
29.28,1,1,1,901.0,0.49,-0.68,0.0,250.13,27.54,34.71,0,2
60.14,1,1,1,901.0,0.49,-0.68,0.0,250.13,27.54,34.71,0,2
29.19,1,1,0,901.0,0.01,1.86,0.75,-250.14,-25.82,-49.93,0,0
29.24,1,0,1,900.0,0.48,-0.52,0.07,250.13,88.54,120.5,0,2
29.24,1,1,1,900.0,0.09,-2.0,-2.0,189.33,3.71,-5.53,0,2
29.28,1,1,0,900.0,0.07,-0.23,-0.27,-250.14,-52.36,-51.69,0,0
29.24,1,1,0,901.0,0.21,2.0,1.3,-250.14,-6.58,-48.53,0,0
29.28,1,0,1,900.0,0.5,-0.64,0.25,250.13,41.02,101.51,0,2
29.28,1,1,1,900.0,0.21,-2.0,-2.0,230.91,5.47,6.16,0,2
29.19,1,1,0,900.0,0.15,-1.82,-1.85,-250.14,-43.42,-48.37,0,0
29.19,1,1,0,900.0,0.04,1.41,0.74,-250.14,-45.27,-26.0,0,0
29.33,1,1,0,900.0,-0.12,1.97,1.69,-250.14,-21.02,-80.79,0,0
29.24,1,1,1,900.0,0.59,0.2,1.54,250.13,80.01,107.22,0,2
29.19,1,1,1,900.0,0.2,-2.0,-2.0,250.13,59.38,66.53,0,2
45.94,1,1,1,900.0,0.2,-2.0,-2.0,250.13,59.38,66.53,0,2
29.28,1,1,1,900.0,0.22,-2.0,-2.0,-154.74,-32.26,-40.93,0,2
29.19,1,1,0,900.0,0.16,-1.06,-1.0,-250.14,-47.94,-52.76,0,0
29.14,1,1,0,900.0,-0.12,0.53,0.49,-250.14,-45.65,-41.23,0,0
29.24,1,1,0,899.0,0.07,1.53,0.73,-250.14,-31.93,-28.43,0,0
29.09,1,1,0,900.0,-0.08,2.0,0.91,-250.14,-34.92,-57.26,0,0
29.24,1,1,0,899.0,0.02,2.0,0.93,-250.14,21.69,-47.18,0,0
29.14,1,1,0,900.0,0.0,2.0,1.05,-250.14,13.44,-25.65,0,0
29.28,1,1,0,900.0,0.15,2.0,1.58,-250.14,-24.49,-71.44,0,0
29.24,1,1,1,900.0,0.14,2.0,1.26,-250.14,-7.86,-37.53,0,0
29.28,1,1,0,900.0,0.15,2.0,1.28,-250.14,-6.69,-59.69,0,0
29.14,1,1,0,900.0,-0.18,2.0,1.09,-250.14,12.34,-42.68,0,0
29.28,1,1,0,900.0,-0.03,1.92,0.65,-250.14,-13.01,-47.56,0,0
29.19,1,1,0,900.0,-0.05,1.07,0.75,-250.14,-43.52,-20.11,0,0
29.28,1,1,0,900.0,-0.01,-0.35,-0.33,-250.14,-36.28,-50.15,0,0
29.42,1,1,0,901.0,0.16,-1.88,-1.78,-250.14,-35.85,-61.7,0,0
29.24,1,1,1,901.0,0.28,-2.0,-2.0,14.81,-38.66,-18.6,0,2
29.19,1,0,1,901.0,0.19,-2.0,-2.0,250.13,13.07,22.41,0,1
45.86,1,0,1,901.0,0.19,-2.0,-2.0,250.13,13.07,22.41,0,1
29.19,1,1,1,901.0,0.58,0.88,2.0,250.13,54.69,222.24,0,2
29.24,1,1,0,901.0,0.11,2.0,0.98,-250.14,12.57,-43.2,0,0
29.24,1,1,0,901.0,-0.11,0.53,0.38,-250.14,-49.98,-36.27,0,0
31.38,1,1,1,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
29.24,1,1,1,901.0,0.1,-2.0,-2.0,250.13,30.37,30.46,0,2
29.24,1,1,1,901.0,0.33,0.76,2.0,250.13,51.85,209.51,0,2
29.28,1,1,0,901.0,-0.1,2.0,1.02,-250.14,-29.98,-48.48,0,0
29.28,1,1,0,901.0,0.17,-2.0,-2.0,-250.14,-25.65,-58.33,0,0
44.51,1,1,1,901.0,0.17,-2.0,-2.0,-250.14,-25.65,-58.33,0,2
29.28,1,1,0,901.0,-0.51,1.56,2.0,-168.69,-49.09,-30.52,0,0
29.24,1,1,0,900.0,-0.17,0.27,0.41,-250.14,-58.58,-37.88,0,0
28.49,1,1,1,900.0,-0.17,0.27,0.41,-250.14,-58.58,-37.88,0,0
29.19,1,1,1,900.0,0.11,1.0,2.0,72.69,-61.73,148.77,0,2
29.24,1,1,0,901.0,-0.15,0.37,0.42,-250.14,-57.55,-36.92,0,0
29.15,1,1,1,900.0,-0.15,0.37,0.42,-250.14,-57.55,-36.92,0,0
29.33,1,1,0,900.0,-0.23,2.0,1.67,-250.14,-6.55,-50.69,0,0
29.19,1,1,1,900.0,0.16,-2.0,-2.0,-250.14,-14.56,-69.32,0,0
44.17,1,1,1,900.0,0.16,-2.0,-2.0,-250.14,-14.56,-69.32,0,2
29.28,1,1,0,900.0,-0.08,0.94,0.57,-250.14,-44.34,-18.5,0,0
36.53,1,0,1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
29.19,1,1,0,900.0,0.08,2.0,0.88,-250.14,3.57,-52.13,0,0
40.35,1,1,1,900.0,0.08,2.0,0.88,-250.14,3.57,-52.13,0,0
29.24,1,1,0,900.0,0.13,2.0,0.83,-250.14,9.82,-70.54,0,0
42.6,1,1,1,900.0,0.13,2.0,0.83,-250.14,9.82,-70.54,0,0
29.14,1,1,0,900.0,0.25,2.0,0.8,-250.14,29.39,-56.55,0,0
48.55,1,1,1,900.0,0.25,2.0,0.8,-250.14,29.39,-56.55,0,0
29.19,1,1,0,900.0,0.0,1.8,0.98,-250.14,-47.1,-35.44,0,0
36.75,1,1,1,900.0,0.0,1.8,0.98,-250.14,-47.1,-35.44,0,0
29.14,1,1,0,900.0,-0.03,-0.88,-0.74,-250.14,-44.56,-51.82,0,0
34.97,1,1,0,900.0,-0.03,-0.88,-0.74,-250.14,-44.56,-51.82,0,0
34.97,1,1,1,900.0,-0.03,-0.88,-0.74,-250.14,-44.56,-51.82,0,0
29.28,1,1,0,900.0,0.11,2.0,0.99,-250.14,11.63,-44.9,0,0
29.24,1,0,1,900.0,-0.74,-1.68,-1.26,250.13,92.77,45.07,0,2
0.87,1,1,1,900.0,-0.74,-1.68,-1.26,250.13,92.77,45.07,0,2
29.28,1,1,0,901.0,0.32,2.0,0.83,-250.14,16.0,-79.1,0,0
29.19,1,1,1,901.0,0.08,-0.35,-1.72,250.13,118.6,35.89,0,2
40.25,1,1,1,901.0,0.45,-2.0,-2.0,70.03,-24.78,-21.74,0,2
29.28,1,1,0,901.0,-0.21,0.11,0.03,-250.14,-52.5,-45.39,0,0
29.19,1,1,0,901.0,-0.08,2.0,1.79,-250.14,20.3,-86.31,0,0
29.14,1,1,1,900.0,-0.72,-1.29,-2.0,250.13,117.85,41.79,0,2
29.14,1,1,1,901.0,0.5,-2.0,-2.0,170.92,-26.67,5.25,0,2
29.28,1,1,0,901.0,0.1,-1.85,-1.54,-250.14,-30.66,-55.27,0,0
29.24,1,1,0,901.0,0.18,1.96,0.75,-250.14,-31.05,-37.73,0,0
29.14,1,1,0,901.0,-0.64,2.0,2.0,-250.14,-7.97,-45.04,0,0
29.19,1,1,1,901.0,0.12,-0.17,-0.22,250.13,141.5,50.48,0,2
42.19,1,0,1,901.0,0.12,-0.17,-0.22,250.13,141.5,50.48,0,2
29.19,1,1,1,901.0,0.5,-2.0,-2.0,181.13,-23.71,6.92,0,2
29.19,1,1,1,901.0,0.23,-2.0,-2.0,-193.51,-15.5,-59.69,0,2
29.24,1,1,0,901.0,0.14,-2.0,-1.85,-250.14,-42.56,-60.98,0,0
29.19,1,1,0,901.0,-0.22,-0.44,-0.44,-250.14,-60.92,-66.52,0,0
29.19,1,1,0,901.0,-0.1,0.71,0.45,-250.14,-44.08,-19.67,0,0
29.14,1,1,0,901.0,0.18,1.48,0.67,-250.14,-50.42,-26.06,0,0
29.24,1,1,0,901.0,0.13,2.0,0.81,-250.14,-34.34,-42.02,0,0
29.19,1,1,0,901.0,0.14,2.0,0.88,-250.14,-25.92,-46.37,0,0
29.19,1,1,0,901.0,0.11,1.9,0.82,-250.14,-38.59,-42.63,0,0
29.14,1,1,0,902.0,0.15,1.69,0.7,-250.14,-50.35,-29.19,0,0
29.24,1,1,0,902.0,0.01,0.82,0.38,-250.14,-45.18,-10.98,0,0
29.19,1,1,0,902.0,-0.18,-0.54,-0.47,-250.14,-58.43,-41.23,0,0
29.19,1,1,0,902.0,-0.03,-1.9,-1.65,-250.14,-27.04,-69.14,0,0
29.24,1,1,1,902.0,0.23,-2.0,-2.0,-185.13,-4.94,-59.16,0,2
29.09,1,1,1,902.0,0.47,-2.0,-2.0,133.1,-16.72,-2.79,0,2
29.14,1,1,1,903.0,0.32,-2.0,-2.0,250.13,25.02,81.48,0,2
29.33,1,1,1,902.0,-0.13,-0.61,-1.0,250.13,46.07,17.73,0,2
29.09,1,1,0,902.0,-0.84,2.0,2.0,-135.91,-35.73,48.93,0,0
29.14,1,1,0,903.0,0.4,2.0,0.82,-250.14,1.41,-65.76,0,0
29.28,1,1,0,903.0,-0.06,-1.35,-1.1,-250.14,-58.85,-58.99,0,0
29.09,1,1,1,902.0,0.6,-2.0,-2.0,83.44,-19.11,-30.78,0,2
29.19,1,0,1,903.0,0.05,-2.0,-1.67,250.13,87.51,84.62,0,2
29.28,1,1,0,903.0,-0.46,2.0,2.0,-250.14,-4.33,-11.14,0,0
29.24,1,1,0,903.0,0.07,0.49,0.18,-250.14,-55.28,-12.6,0,0
29.19,1,1,1,902.0,0.4,-2.0,-2.0,18.56,-6.11,-52.44,0,2
29.14,1,0,1,903.0,-0.33,-0.92,-0.32,250.13,110.19,38.85,0,2
29.14,1,1,0,903.0,0.41,2.0,0.79,-250.14,12.63,-107.34,0,0
29.24,1,1,0,902.0,0.15,-2.0,-2.0,-222.92,15.89,-67.15,0,2
29.19,1,1,1,903.0,-0.19,-1.44,-2.0,250.13,90.44,82.01,0,2
29.28,1,1,0,903.0,0.45,2.0,0.67,-250.14,11.63,-104.24,0,0
29.24,1,1,1,902.0,0.26,-2.0,-2.0,-67.49,11.87,-63.45,0,2
29.24,1,1,1,903.0,0.96,1.7,2.0,250.13,112.0,156.63,0,2
29.28,1,1,0,903.0,-0.04,-0.3,-0.33,-250.14,-60.35,-26.1,0,0
29.19,1,1,1,903.0,0.31,-2.0,-2.0,250.13,12.54,99.8,0,2
29.14,1,1,0,903.0,0.46,2.0,0.62,-250.14,26.82,-76.48,0,0
29.19,1,1,1,902.0,0.49,-2.0,-2.0,250.13,-18.24,19.14,0,2
29.19,1,1,0,903.0,-0.5,2.0,2.0,-250.14,-30.5,-129.7,0,0
29.14,1,1,1,901.0,0.54,-2.0,-2.0,116.87,-13.81,-21.46,0,2
29.24,1,1,0,903.0,-0.45,2.0,1.89,-250.14,13.2,-126.89,0,0
29.28,1,1,1,903.0,0.53,-2.0,-2.0,197.37,-16.89,8.7,0,2
29.24,1,1,0,902.0,0.19,2.0,0.87,-250.14,-21.79,-133.12,0,0
29.24,1,0,1,902.0,0.45,-2.0,-2.0,250.13,8.21,94.21,0,2
29.19,1,1,0,903.0,0.15,0.87,0.31,-250.14,-61.95,-22.28,0,0
29.19,1,1,1,902.0,-0.15,0.87,0.31,-250.14,-61.95,-22.28,0,0
29.19,1,1,0,902.0,0.07,-2.0,-2.0,-225.97,6.92,-78.99,0,2
29.19,1,1,0,903.0,-0.45,2.0,2.0,-250.14,-6.9,-102.38,0,0
29.24,1,1,1,902.0,0.57,-2.0,-2.0,250.13,-1.28,82.92,0,2
29.19,1,1,0,903.0,-0.16,-1.48,-1.12,-250.14,-52.98,-44.12,0,0
29.19,1,1,0,903.0,-0.49,2.0,2.0,-0.01,-0.01,-1.13,0,0
29.19,1,1,1,902.0,0.44,-2.0,-2.0,250.13,3.02,124.63,0,2
29.28,1,1,0,903.0,0.1,-2.0,-2.0,-212.15,15.24,-83.68,0,2
29.19,1,1,0,903.0,-0.06,-2.0,-2.0,-250.14,-27.93,-71.58,0,0
29.24,1,1,0,904.0,-0.06,-2.0,-1.9,-250.14,-46.69,-47.55,0,0
29.19,1,1,0,903.0,-0.13,-1.82,-1.39,-250.14,-49.7,-49.52,0,0
29.14,1,1,0,904.0,-0.06,-2.0,-1.72,-250.14,-45.21,-43.88,0,0
29.14,1,1,0,904.0,-0.06,-2.0,-2.0,-250.14,-34.25,-70.34,0,0
29.19,1,1,0,903.0,0.05,-2.0,-2.0,-234.99,-4.22,-82.7,0,0
29.28,1,1,1,902.0,0.27,-2.0,-2.0,-94.34,37.26,-85.38,0,2
29.24,1,1,1,900.0,0.55,-2.0,-2.0,127.67,17.55,-32.85,0,2
29.14,1,0,1,902.0,0.11,-1.4,-0.63,15.9,-0.98,-0.08,0,1
29.14,1,0,1,902.0,0.07,-0.93,-0.51,0.56,-2.12,0.59,0,1
29.33,1,0,1,902.0,0.13,-1.71,-0.7,18.92,-0.48,-0.95,0,1
29.33,1,1,1,902.0,0.33,-2.0,-0.83,250.13,23.13,61.56,0,2
29.42,1,1,0,902.0,0.29,-1.48,-0.22,250.13,38.32,39.39,0,2
29.38,1,1,0,901.0,0.4,-0.01,1.78,250.13,41.66,131.19,0,2
29.33,1,1,0,901.0,-0.35,0.8,0.87,-98.81,-28.08,-2.2,0,0
29.42,1,1,0,901.0,-0.03,1.58,1.67,-250.14,-3.79,-54.0,0,0
29.33,1,1,0,901.0,0.22,1.55,0.23,-250.14,22.85,-62.09,0,0
29.38,1,1,1,901.0,0.16,0.54,0.09,-250.14,-13.75,-35.31,0,0
29.38,1,1,1,901.0,0.08,-1.67,-1.41,-163.16,-28.51,-30.72,0,0
29.38,1,1,0,901.0,0.28,-2.0,-2.0,84.4,-3.63,4.77,0,2
29.38,1,0,1,901.0,0.2,-2.0,-2.0,250.13,31.98,58.63,0,2
29.38,1,1,0,901.0,-0.07,0.09,2.0,145.91,-18.56,85.76,0,2
29.42,1,1,0,901.0,-0.23,1.66,0.94,-250.14,-20.3,-96.08,0,0
29.38,1,1,1,901.0,0.08,-0.51,-0.46,-235.04,-31.73,-22.02,0,0
29.42,1,1,1,901.0,0.33,-2.0,-2.0,106.92,-14.63,8.68,0,2
29.38,1,1,1,901.0,0.35,-0.97,-0.37,250.13,62.5,74.7,0,2
