temperature,tiltState,digitalVibrationState,soundState,analogVibration,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,label
29.75,1,0,0,471,0.04,0,-0.1,-19.4,-2.34,1.5,1
29.66,1,0,1,477,0.09,-0.1,-1.17,-1.36,-0.92,0.23,1
29.66,1,0,0,476,0.13,-0.15,-2,13.49,1.47,-0.31,1
29.75,1,0,0,473,0.07,-0.03,-0.45,-10.84,-2.53,0.57,1
29.75,1,0,1,474,0.05,-0.04,-0.42,-6.79,-3.01,0.51,1
29.66,1,0,0,476,0.06,-0.17,-1.74,19,8.53,-1.8,1
29.75,1,0,0,472,0.1,-0.11,-1.73,4.67,-0.24,-0.34,1
29.75,1,0,0,471,0.06,-0.01,-0.29,-9.97,-2.41,0.36,1
29.66,1,0,1,475,0.04,-0.03,-0.39,-7.19,-2.85,0.69,1
29.8,1,0,0,473,0.08,-0.15,-1.51,-5.06,-2.32,1.16,1
29.66,1,0,0,476,0.12,-0.15,-2,13.85,1.6,-0.24,1
29.71,1,0,1,473,0.06,-0.07,-1,-4.86,-0.92,-0.37,1
29.66,1,0,1,471,0.04,0,-0.11,-18.97,-1.95,1.12,1
29.61,1,0,1,475,0.05,-0.03,-0.46,-2.6,-2.1,0.2,1
29.71,1,0,1,474,0.06,-0.07,-1.37,-7.5,-0.98,1.1,1
29.8,1,0,0,473,0.12,-0.15,-2,18.5,0.78,-0.45,1
29.71,1,0,0,473,0.11,-0.12,-1.85,4.51,-1.08,-0.96,1
29.71,1,0,1,470,0.07,-0.07,-0.97,-5.11,-1.39,0.04,1
29.71,1,0,1,470,0.07,0,-0.27,-12.51,-3.33,0.47,1
29.71,1,0,1,472,0.04,-0.01,-0.07,-19.56,-3.66,1.21,1
29.71,1,0,1,471,0.05,-0.03,-0.39,-4.24,-1.92,0.53,1
29.8,1,0,1,474,0.08,-0.04,-0.93,-0.66,-1.84,0.24,1
29.66,1,0,1,476,0.07,-0.13,-1.37,-4.35,-0.59,1.26,1
29.66,1,0,0,476,0.06,-0.18,-1.79,39.05,-0.21,-2.21,1
29.75,1,0,0,472,0.13,-0.16,-2,20.12,0.8,-0.87,1
29.8,1,0,0,473,0.13,-0.14,-2,17.58,-1.55,-0.95,1
29.8,1,0,0,474,0.11,-0.14,-2,11.43,2.84,-1.02,1
29.71,1,0,0,473,0.11,-0.13,-1.92,1.33,2.4,0.03,1
29.8,1,0,1,473,0.1,-0.12,-1.81,3.65,0.76,-0.11,1
29.75,1,0,0,474,0.09,-0.11,-1.7,2.3,1.16,-0.4,1
29.66,1,0,0,473,0.08,-0.12,-1.7,-0.35,-0.88,-0.18,1
29.75,1,0,0,472,0.08,-0.12,-1.69,0.6,-0.55,-0.26,1
29.66,1,0,0,473,0.09,-0.11,-1.75,3.9,0.33,-0.36,1
29.75,1,0,1,473,0.11,-0.13,-1.9,5.15,0.21,-0.08,1
29.8,1,0,0,474,0.12,-0.12,-2,14.59,-5.11,-1.58,1
29.75,1,0,0,474,0.09,-0.15,-2,18.09,4.23,-0.63,1
29.66,1,0,0,474,0.13,-0.15,-2,17.31,-0.79,-0.53,1
29.75,1,0,0,476,0.1,-0.17,-1.86,20.4,-1.22,0.19,1
29.66,1,1,0,476,0.09,-0.15,-1.52,11.2,-2.79,-0.74,1
29.66,1,0,1,475,0.07,-0.07,-1.02,-2.37,2.28,0.92,1
29.75,1,0,1,473,0.07,-0.03,-0.51,-6.27,-2.63,0.79,1
29.75,1,1,1,472,0.04,-0.02,-0.06,-23.55,-2.81,2.37,1
29.66,1,1,1,471,0.03,0,-0.11,-20.06,-1.45,1.45,1
29.85,1,0,1,472,0.08,-0.05,-0.79,-10.98,-2.62,0.25,1
29.75,1,0,1,473,0.09,-0.14,-1.72,0.62,-0.23,-0.09,1
29.75,1,0,0,474,0.11,-0.16,-2,19.83,1.12,-1.28,1
29.66,1,0,1,475,0.17,-0.2,-1.49,6.27,-3.45,0.78,1
29.75,1,0,1,478,0.06,0,-0.57,-2.39,-0.79,0.16,1
29.8,1,1,1,473,0.03,-0.01,0.01,-17.91,-2.38,1.23,1
29.71,1,1,1,471,0.07,-0.04,-0.83,-5.99,-3.02,-0.1,1
29.8,1,0,0,475,0.11,-0.14,-2,11.72,2.17,-0.85,1
29.71,1,0,1,478,0.08,-0.2,-1.63,24.99,-0.44,0.22,1
29.8,1,0,1,476,0.09,-0.02,-0.42,-6.15,-3.59,0.91,1
29.8,1,1,1,472,0.06,0,-0.15,-20.73,-3.8,1.23,1
29.71,1,0,1,474,0.09,-0.14,-1.71,-1.36,-0.65,0.09,1
29.71,1,0,0,478,0.11,-0.13,-1.89,35.56,7.37,-1.95,1
29.8,1,0,1,474,0.06,0,-0.36,-5.7,-1.53,0.56,1
29.71,1,1,1,471,0.06,-0.01,-0.43,-9.54,-1.7,-0.03,1
29.75,1,0,0,473,0.11,-0.14,-2,16.59,-2.55,-1.56,1
29.8,1,0,1,476,0.07,-0.1,-1.04,-14.15,-4.44,1.4,1
29.8,1,1,1,471,0.04,-0.01,-0.01,-15.39,-2.31,0.73,1
29.8,1,0,1,472,0.1,-0.15,-1.95,7.82,1.44,-0.53,1
29.8,1,0,1,473,0.07,-0.11,-1.27,-1.56,0.78,0.77,1
29.66,1,1,1,471,0.04,-0.01,-0.02,-19.05,-4.67,1.13,1
29.75,1,0,0,476,0.11,-0.16,-2,7.05,1.66,0.33,1
29.66,1,0,1,478,0.09,-0.06,-0.81,-1.85,-0.05,0.56,1
29.71,1,1,0,473,0.05,-0.01,-0.43,-9.43,-2.18,0.04,1
29.8,1,0,0,477,0.1,-0.15,-2,13.73,5.38,-0.67,1
29.71,1,1,1,473,0.05,0,-0.02,-26.66,-4.95,2.4,1
29.75,1,1,1,473,0.09,-0.14,-1.86,1.17,-0.6,-0.11,1
29.61,1,1,1,474,0.04,-0.05,-0.9,-2.12,1.64,0.53,1
29.71,1,1,1,471,0.08,-0.03,-0.8,-6.83,-2.34,-0.07,1
29.8,1,0,1,476,0.01,-0.1,-1.67,36.34,9.2,-2.6,1
29.71,1,1,0,472,0.06,0,-0.17,-17.5,-3.82,0.56,1
29.71,1,1,0,473,0.07,-0.16,-2,18.04,2.14,-0.4,1
29.71,1,1,0,471,0.05,-0.01,0.03,-21.81,-0.68,1.68,1
29.8,1,1,0,472,0.1,-0.16,-2,12.78,4.05,-0.85,1
29.8,1,1,0,471,0.02,-0.01,0.06,-16.82,-3.1,0.96,1
29.71,1,1,0,474,0.11,-0.15,-2,16.11,-0.83,-0.41,1
29.61,1,1,0,473,0.03,-0.01,0.01,-21.95,-2.39,1.59,1
29.8,1,0,0,476,0.1,-0.13,-1.95,22.4,3.91,-0.93,1
29.71,1,1,0,476,0.04,-0.02,-0.31,-12.98,-0.37,0.66,1
29.71,1,0,1,477,0.12,-0.15,-1.36,-3.82,-7.37,1.27,1
29.71,1,1,1,473,0.09,-0.06,-1.16,-4.45,-1.4,-0.03,1
29.71,1,1,1,479,0.08,-0.04,-0.5,-9.92,-2.86,1.47,1
29.71,1,1,1,476,0.11,-0.18,-2,8.95,0.53,0.02,1
29.8,1,1,0,473,0.02,0.02,0.08,-16.11,-2.4,0.83,1
29.75,1,0,1,478,0.02,-0.09,-1.81,50.48,7.33,-5.95,1
29.8,1,1,0,473,0.08,-0.05,-1.04,-4.92,-1.56,-0.14,1
29.75,1,1,1,478,0.06,-0.01,-0.22,-11.93,-2.45,1.48,1
29.75,1,1,0,477,0.13,-0.16,-2,19.69,-0.35,-0.97,1
29.71,1,1,0,473,0.06,-0.03,-0.53,-15.02,-2.5,0.69,1
29.8,1,1,1,477,0.07,-0.04,-0.46,-6.89,-1.37,1.02,1
29.75,1,1,0,476,0.11,-0.19,-2,18,1.44,-0.87,1
29.75,1,1,0,474,0.07,-0.04,-0.72,-7.56,-3.16,-0.27,1
29.75,1,1,1,474,0.05,0.01,-0.1,-12.4,-1.4,1.15,1
29.85,1,1,0,476,0.13,-0.14,-1.87,22.59,-0.73,-1.9,1
29.8,1,1,1,473,0.09,-0.13,-1.78,6.53,-1.45,-1.44,1
29.75,1,1,0,474,0.02,0,0.03,-12.53,-1.53,0.5,1
29.75,1,1,1,478,0.09,-0.04,-0.59,-3.08,-2.56,1.01,1
29.75,1,0,0,478,0.1,-0.18,-2,12.25,-0.13,0.18,1
29.75,1,1,1,476,0.1,-0.12,-1.79,5.73,-1.55,-1.4,1
29.66,1,1,0,475,0.02,-0.01,-0.14,-12.59,-1.73,0.44,1
29.75,1,1,1,477,0.05,0.01,-0.07,-15.16,-2.94,1.33,1
29.75,1,0,1,479,0.09,-0.14,-1.31,-5.99,-8.66,1.6,1
29.75,1,0,0,481,0.11,-0.16,-2,32.14,-0.39,-2.33,1
29.66,1,1,0,478,0.11,-0.12,-1.79,5.69,-1.45,-1.28,1
29.75,1,1,0,477,0.05,-0.03,-0.52,-15.82,-3.63,0.72,1
29.75,1,1,0,477,0.04,0,0.17,-32.31,-5.26,2.63,1
29.75,1,0,1,479,0.07,-0.03,-0.15,-10.85,-4.06,1.44,1
29.85,1,1,1,480,0.06,-0.04,-1.07,2.32,-3.34,-0.47,1
29.75,1,0,1,481,0.12,-0.13,-1.87,28.79,2.29,0.91,1
29.75,1,0,0,478,0.12,-0.18,-2,29.05,0.76,-1.62,1
29.75,1,1,1,475,0.11,-0.18,-2,12.27,1.27,-0.39,1
29.8,1,1,1,473,0.11,-0.13,-1.81,8.7,-2.05,-1.56,1
29.75,1,1,1,474,0.08,-0.08,-1.28,-1.91,-1.45,-0.55,1
29.75,1,1,0,475,0.06,-0.05,-0.73,-10.08,-1.54,0.07,1
29.75,1,1,0,476,0.05,-0.02,-0.4,-9.45,-2.4,0.48,1
29.75,1,1,0,477,0.04,-0.02,-0.12,-14.36,-1.82,0.6,1
29.66,1,1,0,478,0.03,-0.01,-0.01,-13.49,-0.18,0.49,1
29.75,1,1,0,477,0.03,0.02,0.04,-18.95,-1.75,0.93,1
29.75,1,1,0,479,0.04,0.01,0.05,-16.82,-1.9,0.95,1
29.75,1,1,0,475,0.03,0.01,0.05,-17.2,-1.44,0.7,1
29.66,1,1,0,476,0.03,0,-0.06,-14.34,-1.64,0.56,1
29.75,1,1,0,475,0.05,-0.01,-0.19,-12.42,-2.96,0.07,1
29.75,1,1,0,477,0.06,-0.04,-0.5,-14.94,-2.87,0.8,1
29.75,1,1,1,476,0.08,-0.07,-1.01,-6.18,-1.92,-0.2,1
29.66,1,0,1,480,0.07,-0.09,-1.09,-0.79,-1.06,-0.01,1
29.71,1,0,1,476,0.08,-0.09,-1.07,-0.56,-1.1,0.16,1
29.71,1,0,1,477,0.08,-0.09,-1.07,-0.52,-1.13,0.24,1
29.89,1,1,1,496,0.04,-0.06,-0.54,-4.63,-1.03,0.68,1
29.89,1,1,0,491,0.04,-0.03,-0.23,-20.49,1.21,1.17,1
29.89,1,0,0,494,0.11,-0.24,-2,18.06,-1.29,-1.59,1
29.89,1,1,1,496,0.1,-0.12,-1.22,-10.8,1.19,1.02,1
29.99,1,1,0,492,0.07,0.03,0.12,-29.32,-1.46,1.82,1
29.89,1,0,0,494,0.13,-0.2,-1.87,7.37,-1.62,0.22,1
29.89,1,1,1,496,0.11,-0.2,-1.35,-12.36,0.21,0.5,1
29.89,1,1,0,493,0.07,0.03,0.15,-30.81,-0.95,1.92,1
29.89,1,0,0,495,0.11,-0.21,-2,10.41,1.17,-0.2,1
29.89,1,1,1,497,0.1,-0.12,-1.1,-13.03,0,1.59,1
29.89,1,1,0,491,0.03,0,-0.12,-15.44,-2.12,0.44,1
29.99,1,1,0,497,0.06,-0.29,-2,34.4,-2.59,-2.43,1
29.99,1,1,1,494,0.04,-0.03,-0.27,-8.96,-2.85,0.57,1
29.94,1,1,1,493,0.08,-0.14,-1.32,-5.63,0.88,-0.27,1
29.85,1,0,1,496,0.11,-0.19,-1.37,-13.78,3.34,0.31,1
29.85,1,1,0,491,0.04,0,-0.14,-15.72,-4.1,0.52,1
29.94,1,1,1,496,0.03,-0.24,-2,43.8,-0.73,-2.5,1
29.94,1,1,1,493,0.03,0.03,0.17,-30.53,0.78,1.3,1
29.94,1,0,0,494,0.18,-0.24,-2,23.14,-7.56,-0.89,1
29.94,1,1,1,495,0.02,-0.03,-0.2,-7.82,-1.63,0.37,1
29.85,1,1,0,493,0.12,-0.19,-1.87,7.98,-0.86,-0.45,1
29.94,1,0,1,495,0.05,-0.06,-0.55,-10.07,-1.02,1.42,1
29.94,1,1,1,493,0.09,-0.17,-1.61,-1.89,-0.15,-0.15,1
29.94,1,0,1,496,0.07,-0.07,-0.63,-11.24,-3.92,1.89,1
29.99,1,1,1,492,0.1,-0.16,-1.67,0.85,0.99,-0.49,1
29.99,1,1,1,495,0.05,-0.06,-0.46,-7.17,0.95,0.6,1
29.89,1,1,0,494,0.13,-0.21,-1.99,6.24,0.27,0.27,1
29.99,1,1,1,493,0.04,-0.02,-0.05,-15.98,-3.08,1.63,1
29.89,1,0,0,494,0.12,-0.27,-2,22.93,-1.6,-1.65,1
29.89,1,1,0,492,0.06,0.03,0.22,-24.63,-4.18,1.24,1
29.99,1,0,1,496,0.07,-0.27,-2,1.32,5.66,1.72,1
29.94,1,1,0,490,0.04,-0.04,-0.33,-20.54,0.86,0.38,1
29.94,1,1,1,496,0.11,-0.12,-1.11,-12.21,2.29,1.03,1
29.99,1,1,1,492,0.11,-0.18,-1.84,6.92,0.94,-0.55,1
29.94,1,1,0,492,0.01,-0.01,0.14,-47.02,0.92,3.63,1
29.94,1,0,1,494,0.09,-0.3,-2,8.4,-0.74,1.02,1
29.94,1,1,0,490,0.04,-0.07,-0.59,-13.13,-2.73,0.28,1
29.94,1,0,1,493,0.08,-0.05,-0.58,-6.71,-4.23,1.52,1
30.04,1,0,0,494,0.08,-0.28,-2,35.3,-2.78,-3.47,1
29.94,1,1,0,490,0.06,-0.01,-0.15,-21.53,-0.83,1.44,1
29.94,1,0,1,494,0.07,-0.11,-0.67,-12.13,3.01,1.92,1
29.85,1,0,0,494,0.09,-0.27,-2,36.25,-6.18,-2.32,1
29.85,1,1,0,490,0.07,-0.05,-0.37,-23.3,-0.22,1.14,1
29.94,1,0,1,494,0.04,-0.05,-0.27,-11.44,-2.05,1.24,1
29.85,1,0,1,496,0.09,-0.29,-2,4.89,3.11,0.96,1
30.04,1,1,1,492,0.09,-0.15,-1.49,1.92,-2.74,-1.43,1
30.04,1,1,0,491,0.02,0.06,0.22,-27.81,-0.61,0.92,1
29.94,1,1,1,495,0.07,-0.09,-1.04,-16,-0.27,1.31,1
29.94,1,0,0,495,0.14,-0.29,-2,23.31,-0.57,-0.38,1
29.94,1,1,0,493,0.06,-0.14,-1.12,-8.02,-1.6,0.15,1
29.94,1,1,0,492,0.04,0.06,0.21,-17.87,-2.82,0.99,1
29.94,1,0,1,496,0.09,-0.1,-0.63,-16.11,1.49,2.31,1
29.85,1,0,1,495,0.06,-0.24,-1.97,17.16,-1.23,0.74,1
29.94,1,1,0,494,0.13,-0.22,-2,13.99,0.96,-0.35,1
29.94,1,1,0,495,0.05,-0.08,-0.7,-5.33,-3.51,-0.29,1
29.94,1,1,0,494,0.01,0.06,0.24,-16.79,-0.9,0.31,1
29.99,1,1,1,497,0.05,-0.04,-0.31,-10.37,-0.46,1.04,1
29.99,1,1,1,498,-0.04,-0.12,-1.42,7.63,0.6,-0.4,1
29.99,1,0,1,498,0.14,-0.29,-2,40.9,-6.01,-1.4,1
29.99,1,1,0,494,0.12,-0.23,-2,15.65,1.43,-0.47,1
29.99,1,1,0,495,0.06,-0.16,-1.35,-4.6,0.45,-0.39,1
29.99,1,1,0,494,0.06,-0.02,-0.28,-22.91,-0.01,1.44,1
29.99,1,1,0,492,0.03,0.04,0.26,-23.96,-2.67,0.73,1
29.99,1,1,0,494,0.02,0,0.22,-38.11,-0.87,3.18,1
29.99,1,0,1,496,0.06,-0.02,-0.24,-12.78,0.57,1.05,1
29.99,1,1,1,497,0.09,-0.01,-0.84,5.57,-4.4,0.67,1
29.85,1,1,0,498,0.03,-0.11,-1.25,6.74,-3.63,-1.92,1
29.94,1,1,1,498,0.13,-0.24,-1.57,-5.68,6.28,-0.05,1
29.85,1,1,1,498,-0.05,-0.12,-2,101.21,-2.18,-9.93,1
29.89,1,0,1,497,0.09,-0.29,-2,7.51,2.57,1.6,1
29.94,1,1,1,497,0.09,-0.31,-2,24.18,-5.54,0.43,1
29.94,1,0,1,496,0.12,-0.25,-2,36.26,-7.49,-0.62,1
29.94,1,1,1,496,0.07,-0.26,-2,39.54,-3.75,-2.02,1
29.99,1,1,1,497,0.14,-0.27,-2,35.53,-7.76,0.11,1
29.99,1,1,1,497,0.09,-0.32,-2,18.27,-1.88,0.92,1
29.99,1,1,1,496,0.12,-0.28,-2,9.52,0.63,0.95,1
29.85,1,0,1,501,0.18,-0.18,-1.99,109.44,-4.46,-8.05,1
29.99,1,1,1,500,0.02,-0.28,-1.43,-8,14.37,0.85,1
29.99,1,1,1,499,0.15,-0.13,-1.1,4.74,-2.52,-0.74,1
29.99,1,1,1,498,0.09,-0.03,-0.68,-9.8,-1.97,1.15,1
29.99,1,1,1,498,0.06,-0.01,-0.03,-23.08,1.59,1.99,1
29.94,1,1,0,496,0.01,0.02,0.29,-40.27,-1.01,3.26,1
29.94,1,1,0,494,0.03,0.03,0.24,-29.15,0.29,1.43,1
30.04,1,1,0,494,0.09,-0.02,-0.51,-15.98,0.05,0.9,1
29.94,1,1,1,496,0.07,-0.22,-1.65,-7.28,2.08,0.66,1
29.99,1,1,0,496,0.12,-0.26,-2,27.31,-3.24,-2.8,1
30.04,1,0,1,498,0.11,-0.29,-2,5.23,2.89,2.63,1
29.99,1,0,1,499,0.06,-0.11,-1.16,10.89,-2.41,-1.84,1
30.04,1,1,1,496,0.03,0.01,0.06,-21.85,-1.21,1.86,1
29.99,1,1,0,493,0.03,0.02,0.26,-26.44,1.12,1.02,1
29.94,1,1,1,496,0.06,-0.15,-1.24,1.33,-1.48,-1.02,1
29.99,1,1,0,496,0.12,-0.28,-2,32.83,-3.35,-2.88,1
29.94,1,1,1,500,0.12,-0.39,-1.34,-1.89,0.08,3.85,1
29.89,1,1,1,497,0.04,0.03,-0.07,-15.6,0.63,1.49,1
29.99,1,1,0,495,0.05,0.04,0.03,-18.02,-0.23,0.67,1
29.89,1,1,1,495,0.08,-0.27,-2,9.84,-2.17,-1.43,1
29.99,1,0,1,497,0.06,-0.26,-2,13.86,4.71,1.03,1
29.99,1,1,1,494,0.09,0,-0.16,-25.56,0.44,3.09,1
29.99,1,1,0,494,0.07,0.03,-0.09,-26.13,2.1,1.33,1
29.99,1,1,0,497,0.12,-0.28,-2,17.97,1.25,-0.56,1
29.99,1,1,1,499,0.05,-0.09,-1.4,13.89,-2.92,-1.89,1
30.08,1,1,0,495,-0.01,0.01,0.43,-46.09,-1.87,2.99,1
29.99,1,1,1,493,0.08,-0.23,-1.95,1.61,-0.06,-0.75,1
30.04,1,1,1,496,-0.09,-0.2,-1.75,95.63,-5.81,-6,1
29.94,1,1,0,494,0.03,0.01,0.41,-41.06,-2.13,2.66,1
30.04,1,1,1,494,0.08,-0.24,-1.97,5.22,0.6,-1.56,1
30.04,1,1,1,500,0.16,-0.29,-1.31,-9.89,1.1,3.38,1
29.94,1,1,0,494,0.02,0.03,0.29,-12.28,-3.82,0.05,1
29.94,1,1,0,497,0.11,-0.32,-2,19.37,-0.11,-1.64,1
30.04,1,1,1,498,0.07,-0.02,-0.33,-13.47,-0.11,1.37,1
29.94,1,1,0,496,0.1,-0.1,-1,-11.35,-1.73,-0.19,1
30.04,1,1,1,499,-0.11,-0.18,-1.79,92.83,-5.85,-6.73,1
30.04,1,1,0,496,0.03,0,0.3,-19.73,-0.5,0.94,1
30.04,1,0,0,498,0.12,-0.29,-2,37.96,-2.93,-2.79,1
30.04,1,1,0,498,0.04,0.06,0.38,-24.88,-2.13,1.27,1
30.04,1,1,1,499,0.1,-0.3,-2,18.77,1.79,-1,1
30.04,1,1,1,498,0.05,0.03,0.03,-31.22,-0.29,2.79,1
29.94,1,1,1,496,0.09,-0.26,-2,15.64,-4.15,-1.92,1
30.04,1,1,1,497,0.04,0,-0.2,-20.98,2.82,1.73,1
29.94,1,1,1,495,0.09,-0.24,-2,12.76,-2.62,-2.24,1
29.94,1,1,1,498,0.07,0.02,-0.09,-24.46,-0.27,1.66,1
29.94,1,1,1,497,0.09,-0.31,-2,4.58,0.56,-0.5,1
30.04,1,1,1,497,0.07,0.04,0.2,-29.4,0.51,2.46,1
29.94,1,0,0,499,0.09,-0.33,-2,28.9,-1.24,-3.53,1
30.04,1,1,0,495,0.01,0.04,0.47,-37.5,-2.02,1.89,1
29.94,1,0,1,499,0.12,-0.29,-2,8.6,4.46,0.9,1
29.99,1,1,0,495,0.05,0,-0.18,-23.14,-0.11,1.31,1
29.89,1,0,1,500,0.08,-0.15,-0.98,-6.94,3.98,0.18,1
29.99,1,1,0,496,0.11,-0.24,-2,12.17,-4.64,-1.57,1
29.99,1,1,1,498,0.03,0.08,0.44,-30.86,-1.1,1.84,1
29.99,1,0,1,500,0.1,-0.31,-2,4.79,11.16,2.26,1
29.99,1,1,0,494,0.07,-0.05,-0.79,-6.34,0.46,-0.49,1
29.99,1,1,1,498,0.06,-0.01,-0.04,-22.85,-0.92,1.66,1
29.99,1,1,1,498,0.11,-0.32,-2,43.02,-0.87,-2.89,1
29.99,1,1,0,492,0.08,-0.02,-0.46,-6.57,-2.89,-0.37,1
30.04,1,1,1,499,0.04,0.02,0,-26.81,1.3,2.08,1
29.94,1,1,1,497,0.07,-0.26,-2,49.48,-6.53,-1.37,1
29.94,1,1,0,493,0.09,-0.09,-1.25,2.13,-3.19,-1.01,1
30.04,1,1,1,497,0.05,0.08,0.5,-31.92,-4.21,2.49,1
29.94,1,1,1,498,0.09,-0.25,-1.29,2.73,3.66,1.25,1
29.94,1,1,0,497,0.11,-0.33,-2,19.02,-1.18,-0.72,1
29.94,1,1,0,494,0.06,0,-0.39,-18.76,1.86,0.29,1
29.94,1,1,1,497,0.05,0.08,0.35,-25.03,-1.76,1.66,1
29.94,1,1,1,500,0.26,-0.21,-1.34,13.02,-11.41,-0.47,1
30.04,1,1,0,496,0.15,-0.31,-2,52.26,-15.89,-2.43,1
29.99,1,1,0,494,0.08,-0.15,-1.43,-2.96,0.08,-0.44,1
29.99,1,1,0,493,0.01,0.04,0.35,-25.66,0.88,1.22,1
29.94,1,1,1,496,0.02,0.03,0.26,-44.27,-1.15,3.6,1
29.85,1,1,1,499,0.18,-0.22,-1.21,8.06,-15.54,0.11,1
29.99,1,1,1,499,0.15,-0.33,-2,50.61,-11.19,-0.44,1
29.89,1,1,0,495,0.11,-0.33,-2,12.81,1.82,0.02,1
29.99,1,1,0,494,0.1,-0.15,-1.33,-1.08,1.58,-0.44,1
29.99,1,1,0,496,0.04,0,0.01,-18.95,-0.99,0.21,1
29.89,1,1,0,496,0.04,0.07,0.55,-41.44,-1.11,2.24,1
29.99,1,1,1,497,0.05,0.07,0.34,-38.31,1.08,2.63,1
29.99,1,1,1,496,0.05,0.01,-0.31,-33.02,0.07,2.98,1
29.99,1,1,1,497,-0.01,-0.15,-0.99,-11.5,6.77,-0.38,1
29.99,1,1,1,496,0.1,-0.26,-1.52,78.44,-10.89,-2.69,1
29.99,1,1,1,496,0.11,-0.25,-2,28.89,-1.14,-2.3,1
29.99,1,1,1,496,0.09,-0.36,-2,20.23,4.63,0.85,1
29.94,1,0,0,497,0.17,-0.35,-2,44.23,0.63,-4.05,1
30.04,1,1,0,496,0.16,-0.32,-2,62.79,-12.46,-3.2,1
30.04,1,1,0,496,0.16,-0.33,-2,54.53,-8.51,-5.77,1
30.04,1,1,0,496,0.06,-0.34,-2,50.73,-4.49,-6.79,1
30.04,1,1,0,497,0.24,-0.35,-2,56.76,-15.69,-2.36,1
29.99,1,1,0,499,0.04,-0.37,-2,44.62,3.39,-4.78,1
29.99,1,1,1,496,0.07,-0.36,-2,31.12,-2.78,0.22,1
29.99,1,1,1,500,0.08,-0.25,-2,28.22,2.66,-1.12,1
30.08,1,0,0,497,0.08,-0.17,-1.28,-3.89,0.69,1.02,1
30.08,1,0,1,496,0.07,-0.13,-1.06,-0.48,-1.18,0.03,1
29.89,1,0,1,496,0.07,-0.13,-1.06,-0.44,-0.92,0.13,1
29.94,1,0,1,497,0.08,-0.13,-1.06,-0.58,-1.11,0.14,1
30.13,1,1,0,489,0.1,-0.4,-2,35.11,-5.03,-3.07,1
30.04,1,1,0,490,0.09,0.01,0.09,-28.46,-5.82,5.56,1
30.04,1,1,0,485,0.11,-0.16,-1.49,4.61,0.73,-2.06,1
30.04,1,0,1,492,-0.18,-0.04,-1.51,125.24,9.19,-17.2,1
30.08,1,1,1,487,0.03,-0.02,-0.31,-35.87,4.31,1.09,1
29.99,1,0,1,489,0.13,-0.27,-2,56.6,-18.03,1.53,1
29.99,1,1,1,484,0.04,0.04,0.05,-34.63,2.21,0.76,1
30.08,1,1,1,491,0.18,-0.31,-2,43.43,-2.79,-0.05,1
30.08,1,1,1,489,0.03,0.02,-0.16,-33.11,3.24,0.98,1
30.08,1,1,1,491,0.14,-0.21,-1.53,75.65,-3.56,-0.88,1
29.99,1,1,0,486,0.09,-0.09,-1.14,-12.4,2.09,-0.46,1
30.08,1,1,1,491,0.15,-0.01,-0.3,-11.77,-13.62,5.15,1
30.08,1,1,0,486,0.15,-0.34,-2,29.73,-7.37,-2.99,1
29.99,1,1,0,489,-0.02,0.11,0.94,-78.7,6.37,4.52,1
30.13,1,1,1,491,0.22,-0.44,-2,63.51,-16.91,-0.1,1
30.13,1,1,1,485,0.05,-0.05,-0.48,-29.36,4.47,0.26,1
30.13,1,1,1,489,0.07,0.03,0.12,-40.71,4.46,4.35,1
30.13,1,1,1,488,0.11,-0.45,-2,48.15,-3.72,-2.89,1
30.04,1,1,1,487,0.03,0.03,0,-28.08,0.53,0.57,1
30.04,1,1,1,491,0.04,0.01,-0.01,-25,-4.34,3.05,1
30.04,1,1,1,490,0.1,-0.47,-2,50.73,-2.62,-2.26,1
30.04,1,1,0,484,0.06,-0.07,-0.9,-11.74,1.09,-0.15,1
30.04,1,1,0,488,0.07,0.14,0.86,-73.89,-0.82,4.98,1
30.04,1,1,1,490,0.04,-0.22,-1.7,68.05,3.7,-4.21,1
30.04,1,1,0,482,0.14,-0.42,-2,30.9,-1.82,-1.82,1
30.13,1,1,1,480,0.06,-0.06,-0.63,-23.99,1.95,0.5,1
30.13,1,1,0,479,0.05,0.11,0.95,-85.07,-0.63,6.37,1
30.13,1,0,1,484,0.06,-0.03,-0.41,-20.95,12.52,0.73,1
30.08,1,1,1,484,0.05,-0.38,-2,59.18,-12.82,0.05,1
30.08,1,1,1,481,0.14,-0.43,-2,26.7,0.76,-1.8,1
30.08,1,1,0,479,0.09,-0.15,-1.55,-6.96,4.93,-1.05,1
30.13,1,1,1,480,-0.01,0.06,0.24,-40.41,0.2,1.05,1
30.13,1,1,0,481,0.04,0.14,0.94,-79.53,-1.08,4.69,1
30.13,1,1,0,481,0.08,0.08,0.69,-80.5,8.54,9.24,1
30.04,1,1,1,485,0.1,-0.01,-0.38,-21.68,18.5,0.45,1
30.18,1,1,1,485,0.37,-0.28,-1.42,114.15,12.72,-1.86,1
30.08,1,0,1,486,0.03,-0.33,-2,42.53,18.32,-4.26,1
30.13,1,1,1,482,0.05,-0.4,-2,72.64,-13.9,-4.92,1
30.13,1,1,1,484,0.13,-0.49,-2,57.03,-2.62,-2.12,1
30.13,1,1,1,480,0.09,-0.48,-2,60.82,-3.5,-2.87,1
30.08,1,1,1,484,0.15,-0.49,-2,60.42,-4.69,-2.75,1
